D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_44_828.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_44_828.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_44_828.jpg,0,1,0,30.18999
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_44_898.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_44_898.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_44_898.jpg,0,1,0,30.19021
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_44_966.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_44_966.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_44_966.jpg,-0.1,1,0,30.18849
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_034.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_034.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_034.jpg,-0.2275316,1,0,30.17834
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_101.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_101.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_101.jpg,0,1,0,30.18995
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_168.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_168.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_168.jpg,0,1,0,30.18996
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_236.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_236.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_236.jpg,0,1,0,30.19056
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_305.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_305.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_305.jpg,0,1,0,30.19028
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_375.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_375.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_375.jpg,-0.1,1,0,30.18821
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_443.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_443.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_443.jpg,-0.3042522,1,0,30.16934
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_511.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_511.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_511.jpg,-0.1151241,1,0,30.19033
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_578.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_578.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_578.jpg,0,1,0,30.18872
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_646.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_646.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_646.jpg,-0.1,1,0,30.18972
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_718.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_718.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_718.jpg,-0.25,1,0,30.1783
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_786.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_786.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_786.jpg,-0.1326233,1,0,30.19066
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_852.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_852.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_852.jpg,0,1,0,30.18856
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_920.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_920.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_920.jpg,0,1,0,30.19001
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_45_990.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_45_990.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_45_990.jpg,-0.05,1,0,30.18959
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_057.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_057.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_057.jpg,-0.2,1,0,30.18188
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_124.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_124.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_124.jpg,-0.2407761,1,0,30.18249
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_191.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_191.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_191.jpg,-0.05063934,1,0,30.19144
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_258.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_258.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_258.jpg,0,1,0,30.18945
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_326.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_326.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_326.jpg,0,1,0,30.19012
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_395.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_395.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_395.jpg,-0.15,1,0,30.18624
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_465.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_465.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_465.jpg,-0.02106902,1,0,30.19052
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_533.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_533.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_533.jpg,0,1,0,30.19008
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_600.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_600.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_600.jpg,0,1,0,30.19028
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_668.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_668.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_668.jpg,0,1,0,30.19029
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_737.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_737.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_737.jpg,0,1,0,30.19031
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_805.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_805.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_805.jpg,0,1,0,30.1903
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_875.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_875.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_875.jpg,0,1,0,30.1903
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_46_943.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_46_943.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_46_943.jpg,0,1,0,30.19031
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_012.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_012.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_012.jpg,0,1,0,30.19055
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_083.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_083.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_083.jpg,-0.05,1,0,30.1897
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_152.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_152.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_152.jpg,-0.2,1,0,30.17983
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_219.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_219.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_219.jpg,-0.1844336,1,0,30.18715
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_286.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_286.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_286.jpg,0,1,0,30.18932
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_356.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_356.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_356.jpg,0,1,0,30.18963
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_423.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_423.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_423.jpg,0,1,0,30.19016
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_490.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_490.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_490.jpg,0,1,0,30.19026
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_558.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_558.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_558.jpg,0,1,0,30.19029
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_629.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_629.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_629.jpg,0,1,0,30.19029
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_698.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_698.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_698.jpg,0,1,0,30.1903
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_767.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_767.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_767.jpg,-0.05,1,0,30.18973
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_837.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_837.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_837.jpg,-0.1656568,1,0,30.18303
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_907.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_907.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_907.jpg,0,1,0,30.18995
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_47_975.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_47_975.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_47_975.jpg,0,1,0,30.19017
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_045.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_045.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_045.jpg,0,1,0,30.19023
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_115.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_115.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_115.jpg,-0.05,1,0,30.18984
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_184.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_184.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_184.jpg,-0.25,1,0,30.17554
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_255.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_255.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_255.jpg,-0.1136319,1,0,30.19018
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_324.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_324.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_324.jpg,0,1,0,30.18977
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_392.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_392.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_392.jpg,-0.05,1,0,30.19011
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_460.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_460.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_460.jpg,-0.245499,1,0,30.17789
D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\center_2017_07_24_18_47_48_529.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\left_2017_07_24_18_47_48_529.jpg,D:\Udacity\SelfDrivingCarEngineer\behavioralcloning\IMG\right_2017_07_24_18_47_48_529.jpg,-0.0586441,1,0,30.1907
